rank,player_id,player_name,team_id,A_historical,A_with_reputation,B_recent_era,C_stats_assisted,D_high,D_low,D_medium,FINAL_ENSEMBLE,structural_break_sensitivity,model_disagreement_range,reputation_effect,sim_mean_votes,sim_median_votes,sim_p10,sim_p90,sim_p2_5,sim_p97_5,prob_ge_10,prob_ge_15,prob_ge_20,prob_ge_25,prob_ge_30,prob_ge_35,prob_rank_1,prob_top3_rank,prob_top10_rank,projected_3_vote_games,projected_2_vote_games,projected_1_vote_games
68,12368,Jack Steele,melbourne,5.654908166094828,4.916721172348482,5.643415516837552,5.650245754326923,5.652110719034088,5.654208804329645,5.653276321976064,5.650977792124609,0.0046624117679057,0.0114926492572768,-0.7381869937463463,5.64451,5.0,2.0,9.0,1.0,11.0,0.08677,0.00216,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0,1,2
69,12373,Caleb Daniel,north_melbourne,5.749868809232496,5.747754129473447,5.48698337377255,5.476944069824008,5.586113965587411,5.708930098321229,5.654345150439532,5.601768063347542,0.2729247394084888,0.2729247394084888,-0.0021146797590496,5.59576,5.0,3.0,8.0,2.0,10.0,0.03794,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0
70,12711,Justin McInerney,sydney,5.42123706241822,4.824079201327981,5.654550518977134,5.341495097347414,5.373391883375735,5.409275767657601,5.393327374643439,5.439990065955221,0.0797419650708057,0.3130554216297199,-0.5971578610902384,5.43454,5.0,3.0,8.0,2.0,10.0,0.03324,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
71,12788,Tristan Xerri,north_melbourne,5.832772567964591,5.492242088864388,4.340363985225386,5.470677739265015,5.615515670744849,5.778458343659658,5.706039377919743,5.407557661371902,0.3620948286995764,1.4924085827392055,-0.3405304791002033,5.40726,5.0,2.0,9.0,1.0,11.0,0.07192,0.00148,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0
72,13274,Jagga Smith,carlton,5.502735945456323,0.0,5.416807289037557,5.193510856196116,5.317200891900198,5.456352182067292,5.39450716421525,5.377321432931497,0.3092250892602077,0.3092250892602077,-5.502735945456323,5.38112,5.0,2.0,9.0,1.0,11.0,0.06658,0.00115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2
73,12660,Darcy Cameron,collingwood,5.3725828725427816,5.205648831972881,4.513354412635805,5.777256952991479,5.615387320812003,5.433283984610085,5.514218800699827,5.342373108718432,0.4046740804486974,1.2639025403556738,-0.1669340405699007,5.34228,5.0,2.0,8.0,1.0,10.0,0.04889,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3
74,11713,Taylor Walker,adelaide,5.13094057352329,5.029140254887356,5.320228222097644,4.9734055723530926,5.036419572821187,5.107310323347747,5.07580332311372,5.113660852828591,0.1575350011701974,0.346822649744551,-0.1018003186359344,5.12107,5.0,3.0,7.0,2.0,8.0,0.00568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
75,12143,Lachie Whitfield,greater_western_sydney,5.046797482213674,4.728982522931196,5.075428809365518,5.178368548081575,5.1257401217344105,5.066533142093861,5.092847355267439,5.098573620697807,0.1315710658679005,0.1315710658679005,-0.3178149592824777,5.09832,5.0,2.0,8.0,1.0,10.0,0.04707,0.00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0
76,12017,Jeremy Cameron,geelong,4.787172771255816,4.857730415245782,5.032279985228418,4.823542787509095,4.808994781007783,4.792628273693807,4.799902276944464,4.848923719738984,0.0363700162532794,0.2451072139726022,0.0705576439899662,4.85245,5.0,3.0,7.0,3.0,9.0,0.01524,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
77,12318,Jordan de Goey,collingwood,4.495798761414265,4.228856466870009,4.650196532800509,4.701841334451331,4.619424305236512,4.526705147369824,4.567913661977241,4.598793216254489,0.2060425730370658,0.2060425730370658,-0.2669422945442559,4.60562,4.0,2.0,7.0,1.0,9.0,0.02093,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2
78,12405,Wayne Milera,adelaide,4.524708089791162,4.1410768153763735,4.534858318751033,4.728614199667756,4.647051755717119,4.555294006272651,4.59607522824797,4.598105274039945,0.2039061098765948,0.2039061098765948,-0.383631274414788,4.58954,4.0,1.0,8.0,0.0,10.0,0.04214,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2
79,12892,Riley Thilthorpe,adelaide,4.337077014808981,4.663975064008311,4.506018387579663,4.2977393361759,4.31347440762914,4.331176363014016,4.323308827287405,4.35709710184154,0.0393376786330819,0.2082790514037631,0.3268980491993298,4.35515,4.0,3.0,6.0,2.0,8.0,0.00402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
80,4182,Scott Pendlebury,collingwood,4.447547864094033,4.32428869418576,4.383517928430032,4.06525127611825,4.218169911308566,4.390203375897665,4.313744058302509,4.30093807116971,0.3822965879757829,0.3822965879757829,-0.1232591699082732,4.29028,4.0,2.0,7.0,2.0,8.0,0.00503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
81,12594,Aaron Naughton,western_bulldogs,4.20856954251807,4.300825563622008,4.2851189412515485,4.083363793396046,4.133446093044856,4.189788680149767,4.164747530325362,4.180057410072058,0.1252057491220242,0.2017551478555024,0.092256021103938,4.17919,4.0,2.0,6.0,2.0,7.0,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
82,12354,Bailey Dale,western_bulldogs,4.021357983085188,4.014757415766644,3.809011338701415,4.349988777120421,4.218536459506328,4.070652602190473,4.13637876099752,4.093909432120764,0.3286307940352326,0.5409774384190063,-0.0066005673185447,4.09298,4.0,2.0,7.0,0.0,9.0,0.01063,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2
83,11953,Luke Parker,north_melbourne,4.05227366316154,3.74138092336272,3.9608422313701066,3.986128370376752,4.012586487490682,4.042351869243831,4.029122810686876,4.010836524328589,0.066145292784788,0.0914314317914328,-0.3108927397988195,4.00659,4.0,1.0,7.0,0.0,9.0,0.0219,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
84,12766,Mitch Georgiades,port_adelaide,3.987425853240025,3.9004398610651534,4.014147859061138,3.888943657552132,3.92833653582729,3.972653523886842,3.952957084749264,3.9583014859134864,0.0984821956878931,0.125204201509006,-0.0869859921748719,3.95848,4.0,2.0,6.0,1.0,8.0,0.00739,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
85,12927,Jack Ginnivan,hawthorn,4.016049666180113,3.650055333175943,4.173942404708321,3.748765017758132,3.855678877126924,3.9759569689168153,3.9225000392324194,3.9540785869380617,0.2672846484219811,0.4251773869501898,-0.3659943330041697,3.95309,4.0,1.0,7.0,0.0,9.0,0.01328,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
86,12955,Josh Ward,hawthorn,3.842498632868588,3.8147935682892737,3.9303827319886615,3.9710694184642334,3.919641104225975,3.8617842507079354,3.887498407827064,3.9050752276510794,0.1285707855956457,0.1285707855956457,-0.0277050645793139,3.90389,4.0,1.0,7.0,0.0,9.0,0.02305,0.00038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2
87,12992,Shannon Neale,geelong,3.753628971323006,3.5346107444285457,4.293267036731472,3.702284587904396,3.72282234127184,3.745927313810213,3.735658437126492,3.843586050208186,0.0513443834186104,0.5909824488270767,-0.2190182268944602,3.83901,4.0,1.0,6.0,0.0,8.0,0.00416,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
88,12469,Blake Hardwick,hawthorn,3.6402579261837897,3.6173480403020415,3.7833427084755553,3.7501628872159216,3.706200902803069,3.6567436703386096,3.678724662545036,3.707341619003389,0.1099049610321318,0.1430847822917655,-0.0229098858817482,3.72029,3.0,1.0,6.0,0.0,8.0,0.00681,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
89,12728,Ben King,gold_coast,3.626534079043399,3.697589915452808,4.051390106180384,3.536934259055544,3.572774187050687,3.613094106045221,3.5951741420476493,3.6801453474750474,0.0895998199878547,0.5144558471248399,0.0710558364094091,3.68524,3.0,2.0,6.0,1.0,7.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
90,13007,Jase Burgoyne,port_adelaide,3.5042132916189903,3.420406694033955,3.408193543350392,3.628099425702187,3.578544972068909,3.52279621173147,3.5475734385481097,3.5283694888943904,0.1238861340831967,0.2199058823517949,-0.0838065975850352,3.53223,3.0,2.0,6.0,1.0,7.0,0.00293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
91,12975,Paul Curtis,north_melbourne,3.528729395209367,3.506468368271677,3.5234890343377243,3.4674613752730834,3.4919685832476035,3.51953919221893,3.5072855882316736,3.506237516057346,0.0612680199362833,0.0612680199362833,-0.0222610269376892,3.50534,3.0,2.0,5.0,1.0,6.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
92,12584,Darcy Fogarty,adelaide,3.4898343219162755,3.4182254385692628,3.641415841208477,3.2378404006582016,3.3386379691614314,3.4520352337275675,3.4016364494759515,3.4319527533343903,0.2519939212580739,0.4035754405502758,-0.0716088833470127,3.4339,3.0,1.0,6.0,0.0,7.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2
93,12794,Will Day,hawthorn,3.1630988078966595,3.3304168268331504,3.3247011444997145,3.3534341107691144,3.277299989620132,3.1916491033275283,3.229716163902019,3.26203663122263,0.1903353028724548,0.1903353028724548,0.1673180189364909,3.263,3.0,1.0,6.0,0.0,8.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
94,12406,Darcy Parish,essendon,3.284329617002244,2.902578958704725,3.4806092376938462,3.080028847426167,3.161749155256598,3.253684501565832,3.212824347650617,3.252080271788937,0.2043007695760765,0.4005803902676792,-0.3817506582975181,3.25655,3.0,1.0,6.0,0.0,7.0,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
95,12756,Kade Chandler,melbourne,3.22613397715587,3.190537518777845,3.2833298442362127,2.900024281687891,3.030468159875083,3.1772175228356736,3.111995583742078,3.1234347571581464,0.3261096954679789,0.3833055625483217,-0.0355964583780248,3.1225,3.0,1.0,6.0,0.0,7.0,0.00191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
96,12636,Mitch Lewis,hawthorn,3.1968207664298367,3.2260098965492507,3.203285429501193,2.93373814185892,3.038971191687287,3.157358372744199,3.104741847830016,3.106034780444287,0.263082624570917,0.2695472876422737,0.029189130119414,3.09831,3.0,1.0,6.0,0.0,7.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
97,12332,James Sicily,hawthorn,3.033728298648945,3.4285401897675003,2.7647842269500718,3.375487763084842,3.2387839773104834,3.084992218314329,3.153344111201509,3.0995552968617344,0.341759464435897,0.6107035361347708,0.3948118911185552,3.10065,3.0,0.0,6.0,0.0,8.0,0.00474,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
98,12325,Jack Sinclair,st_kilda,3.1648410685485957,3.1044580681544,3.289975500636063,2.893794282249078,3.0022129967688853,3.124184050603668,3.0699746933437644,3.095001579761258,0.2710467862995172,0.3961812183869848,-0.0603830003941951,3.09807,3.0,0.0,6.0,0.0,8.0,0.00915,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
99,12934,James Peatling,adelaide,3.189957741796964,2.908910521584218,3.064812850871046,2.939868483203102,3.0399041866406464,3.1524443530078843,3.102426501289112,3.077397523103929,0.2500892585938614,0.2500892585938614,-0.2810472202127454,3.08049,3.0,0.0,6.0,0.0,8.0,0.00716,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
100,12796,Dylan Stephens,north_melbourne,3.0903800435962525,3.121603986105653,2.588878229712305,3.1809267921299127,3.144708092716455,3.1039620558763064,3.1220714055830388,3.0217710428062494,0.0905467485336601,0.5920485624176077,0.0312239425094005,3.02376,3.0,1.0,6.0,0.0,7.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
101,12076,Dayne Zorko,brisbane_lions,2.941695533208228,3.045341324240043,2.845409791937515,3.084531821957932,3.0273973064580506,2.9631209765206825,2.991688234270624,2.9724310860164818,0.1428362887497036,0.2391220300204164,0.1036457910318149,2.9554,3.0,0.0,6.0,0.0,7.0,0.00338,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
102,12595,Tim Kelly,west_coast,2.8478930509779943,2.739701564938576,2.814731127585507,2.9598031999433028,2.915039140357179,2.8646795733227903,2.887061603115852,2.8804292184373543,0.1119101489653084,0.1450720723577956,-0.1081914860394186,2.88434,3.0,0.0,6.0,0.0,8.0,0.00524,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
103,12601,Jake Waterman,west_coast,2.998944017116669,3.067387677118511,2.957433580642558,2.591778504599759,2.754644709606523,2.937869190239133,2.85643608773575,2.848134000440928,0.4071655125169102,0.4071655125169102,0.0684436600018418,2.83996,3.0,0.0,6.0,0.0,7.0,0.00234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
104,12688,Jordan Clark,fremantle,2.9273135628002214,2.8163884427909256,2.8766911692724086,2.6864666932826404,2.782805441089673,2.891186532372584,2.843017158469068,2.8328926797635057,0.2408468695175809,0.2408468695175809,-0.1109251200092957,2.83223,3.0,0.0,6.0,0.0,8.0,0.00457,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
105,12844,Joel Amartey,sydney,2.8582457586719983,2.869283867525782,2.8820428417613813,2.771529047795481,2.806215732146089,2.845238252040521,2.8278949098652184,2.8326543264830946,0.0867167108765167,0.1105137939658997,0.0110381088537838,2.83013,3.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
106,12686,Noah Balta,richmond,2.892168318235432,3.0489838046862365,2.657715209646152,2.8508171662502058,2.8673576270442958,2.885965645437648,2.877695415040603,2.8308047933227467,0.0413511519852258,0.23445310858928,0.1568154864508049,2.83234,3.0,1.0,4.0,0.0,6.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
107,13184,Harvey Langford,melbourne,2.7454221848817104,2.750418247135713,2.6300722609806746,3.0128462608622057,2.905876630470008,2.785535796278785,2.839020611474884,2.815950626694677,0.2674240759804953,0.3827739998815311,0.004996062254003,2.81511,3.0,1.0,5.0,0.0,6.0,0.00051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
108,11700,Patrick Dangerfield,geelong,2.849853456231627,2.8942686238846407,2.656346596402724,2.6929924051896865,2.755736825606466,2.826324298575338,2.7949520883669505,2.7562507164011727,0.1568610510419406,0.1935068598289033,0.0444151676530135,2.75146,3.0,0.0,5.0,0.0,6.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
109,12703,Callum Wilkie,st_kilda,2.6673183912686684,2.5631537688158046,2.374388976948056,2.972565648058997,2.8504667453428807,2.7131054797872265,2.774154931145295,2.7155690482811736,0.3052472567903286,0.5981766711109411,-0.1041646224528638,2.70728,2.0,0.0,6.0,0.0,7.0,0.00436,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
110,12563,Nick Larkey,north_melbourne,2.483472579158801,2.418170368497973,2.9446888440981183,2.5683589464885417,2.534404399556647,2.4962055342582623,2.5131828077242115,2.6054260607120745,0.0848863673297408,0.4612162649393174,-0.0653022106608278,2.59933,2.0,0.0,5.0,0.0,7.0,0.00247,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
111,12710,Dylan Moore,hawthorn,2.64252696513276,2.7536792176448293,2.5074762606360856,2.559945461386868,2.5929780628852246,2.6301397395708754,2.613623438821697,2.5866132979223626,0.0825815037458919,0.135050704496674,0.1111522525120696,2.58881,2.0,0.0,5.0,0.0,7.0,0.00398,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
112,13140,Joel Freijah,western_bulldogs,2.526832446981792,2.437612906044951,2.3848620391101107,2.5526831913888164,2.542342893626007,2.5307100586428457,2.5358802075242504,2.507486125949914,0.0258507444070246,0.1678211522787056,-0.0892195409368405,2.50725,2.0,0.0,5.0,0.0,6.0,0.00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
113,13103,Ryley Sanders,western_bulldogs,2.61971497569313,2.277717346646281,2.569227225003958,2.2720214819807345,2.411098879465692,2.5675609516362714,2.498022252893792,2.487924702755957,0.3476934937123954,0.3476934937123954,-0.3419976290468489,2.49186,2.0,0.0,5.0,0.0,7.0,0.00207,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
114,12566,Harry McKay,carlton,2.456514713420473,3.350107887543704,2.4365337331641013,2.54745970951088,2.511081711074717,2.470156462834034,2.4883454620521155,2.484349266000841,0.0909449960904069,0.1109259763467789,0.8935931741232306,2.49365,2.0,0.0,5.0,0.0,7.0,0.00236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
115,12519,Jarrod Berry,brisbane_lions,2.431008584069185,2.4852052241513314,2.167878351738934,2.6156154240268363,2.541772688043776,2.4586996100628324,2.495620978054363,2.442994931588313,0.1846068399576514,0.4477370722879024,0.0541966400821465,2.43775,3.0,1.0,4.0,0.0,5.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
116,12925,Sam Durham,essendon,2.488294325840141,2.4096629582431874,2.218894615383296,2.474854176877009,2.480230236462261,2.4862783034956704,2.483590273703044,2.429710331611675,0.0134401489631317,0.2693997104568448,-0.0786313675969534,2.42748,2.0,0.0,5.0,0.0,6.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
117,12600,Liam Ryan,st_kilda,2.34013462003114,2.370072234847491,2.3890856653992616,2.3999511454202778,2.3760245352646283,2.3491070988395144,2.361070403917344,2.370860612990968,0.0598165253891376,0.0598165253891376,0.029937614816351,2.37242,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
118,12931,Jake Bowey,melbourne,2.3885931859944733,2.33447111677406,2.3234011038720053,2.3404233921568385,2.359691309691891,2.3813677169188248,2.3717337581512985,2.3586953417268064,0.0481697938376348,0.065192082122468,-0.0541220692204134,2.35974,2.0,0.0,5.0,0.0,6.0,0.00112,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
119,13026,Darcy Wilmot,brisbane_lions,2.264991790318118,2.3594785125505946,2.1044760631337764,2.518105169944426,2.416859818093905,2.302958797262064,2.353581473187327,2.3214783277504583,0.2531133796263081,0.4136291068106494,0.0944867222324767,2.31832,2.0,0.0,5.0,0.0,6.0,0.00051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
120,12165,Rory Laird,adelaide,2.438921834063148,2.4258048950876723,2.342520827469417,2.113426327873828,2.2436245303495577,2.39009750813475,2.324998406896887,2.3057182055781413,0.3254955061893203,0.3254955061893203,-0.0131169389754757,2.30228,2.0,0.0,5.0,0.0,6.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
121,12890,Jordon Sweet,port_adelaide,2.3940904054669447,2.3304559701813514,1.8427281331300795,2.3784231848665387,2.3846900731067016,2.3917403223768843,2.388606878256803,2.2783344237894303,0.015667220600406,0.5513622723368654,-0.0636344352855933,2.28821,2.0,0.0,5.0,0.0,7.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
122,13041,Bodhi Uwland,gold_coast,2.3119529361290225,2.16840370320671,2.1334115779854144,2.2813069771613623,2.293565360748423,2.3073560422838737,2.30122685049034,2.2655185788616183,0.0306459589676602,0.1785413581436081,-0.1435492329223127,2.27172,2.0,0.0,5.0,0.0,6.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
123,11898,Tom Liberatore,western_bulldogs,2.3140389679841737,2.161758888840008,2.2605693936723577,2.136679048720993,2.207623016426264,2.2874349800946967,2.2519629962420606,2.2412690813796967,0.1773599192631807,0.1773599192631807,-0.152280079144166,2.23729,2.0,0.0,5.0,0.0,6.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
124,12412,Tom Papley,sydney,2.361392402428577,2.244122441341001,2.0483076274655105,2.125786551540889,2.220028891895964,2.326051524795425,2.278930354617887,2.2163133996252733,0.2356058508876883,0.3130847749630669,-0.117269961087576,2.21321,2.0,0.0,5.0,0.0,6.0,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
125,13075,Karl Worner,fremantle,2.023506248682636,1.990376583589896,1.7866019913613953,2.5673488333417804,2.3498117994781222,2.105082636381508,2.2138511533133363,2.1664703018490883,0.5438425846591444,0.7807468419803851,-0.0331296650927404,2.17602,2.0,0.0,5.0,0.0,6.0,0.00087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
126,12836,Bailey Williams,west_coast,2.237326448788236,2.2720525225882797,1.91250557802292,2.134496784073173,2.1756286499591964,2.2219019990809765,2.2013360661379635,2.136371891984899,0.1028296647150628,0.3248208707653162,0.0347260738000434,2.1342,2.0,0.0,4.0,0.0,5.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
127,13110,Darcy Wilson,st_kilda,2.124389552881593,1.940136037977927,2.093146999737729,2.158698252251357,2.144974772504204,2.1295358577875283,2.136397597661606,2.130149087032844,0.0343086993697641,0.0655512525136279,-0.1842535149036657,2.13353,2.0,0.0,5.0,0.0,6.0,0.00113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
128,12497,Oliver Florent,carlton,2.1067162360831664,2.1324023686294,1.956169346880824,2.165716934116618,2.1421166549032367,2.115566340788185,2.127366480394875,2.097257102554406,0.0590006980334516,0.2095475872357941,0.0256861325462334,2.09019,2.0,0.0,4.0,0.0,6.0,0.00098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
129,13160,Lawson Humphries,geelong,2.013919207106042,1.915600140850315,1.745543006593912,2.332367999386592,2.204988482474376,2.0616865259481307,2.1253762844042394,2.071701044301817,0.3184487922805497,0.5868249927926799,-0.0983190662557271,2.06635,2.0,0.0,4.0,0.0,5.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
130,12903,Malcolm Rosas,sydney,2.039143156906548,2.1867403919872217,2.1930128937008724,1.9743908622329127,2.000291780102367,2.029430312705503,2.016479853770776,2.0472538011296404,0.0647522946736347,0.2186220314679592,0.1475972350806738,2.04376,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
131,12871,Tanner Bruhn,geelong,2.123335573517574,2.1822017087902927,1.8699056371184704,2.0439004539700663,2.075674501789068,2.111420305585444,2.0955332816759435,2.044847294396124,0.0794351195475076,0.2534299363991033,0.0588661352727188,2.04866,2.0,0.0,4.0,0.0,6.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
132,13240,Tom McCarthy,west_coast,1.9988088226682827,2.151082817238824,1.8325918895276256,2.0729207469912345,2.043275977262053,2.009925611316725,2.0247479961813157,1.991504609553184,0.0741119243229517,0.2403288574636088,0.1522739945705411,1.99047,2.0,0.0,5.0,0.0,6.0,0.00057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
133,12598,Bayley Fritsch,melbourne,2.0154223943577274,1.9403159220881077,2.29434910061024,1.7647513613689485,1.86501977456446,1.977821739409411,1.927687532811655,1.9834728740621568,0.2506710329887791,0.5295977392412914,-0.0751064722696199,1.98325,2.0,0.0,4.0,0.0,6.0,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
134,12873,Francis Evans,carlton,1.9399285578715784,2.392077629469107,2.045400391454197,1.9809664037941048,1.9645512654250945,1.9460842347599576,1.9542918039444628,1.9753861706609863,0.0410378459225262,0.1054718335826183,0.4521490715975285,1.96776,2.0,0.0,4.0,0.0,6.0,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
135,12502,Jy Simpkin,north_melbourne,1.9300909989586816,1.870910700908705,1.908511020112878,1.9703430547195384,1.954242232415344,1.9361288073228988,1.9441792184750968,1.9398632227059365,0.040252055760857,0.0618320346066605,-0.0591802980499767,1.9418,2.0,0.0,5.0,0.0,6.0,0.00165,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
136,12418,Jayden Short,richmond,1.9465240333995508,1.8635382283113608,1.6161004076883152,2.059296267830004,2.0141873740578227,1.9634398685641197,1.985994315450209,1.9199095903079624,0.1127722344304529,0.4431958601416885,-0.0829858050881899,1.91778,2.0,0.0,4.0,0.0,6.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
137,12495,Dan Houston,collingwood,1.8195723564262916,1.80002982022934,1.6845979229710215,2.098576590638978,1.986974896953908,1.861422991558192,1.9172238384007323,1.8902289517096784,0.2790042342126868,0.4139786676679564,-0.0195425361969512,1.89473,2.0,0.0,4.0,0.0,6.0,0.00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
138,12291,Daniel McStay,collingwood,1.8662382358591867,1.8303495019025624,1.6947313706555625,1.942819990100644,1.9121872884040627,1.8777254989954053,1.8930418498436976,1.8587404768029725,0.0765817542414575,0.2480886194450817,-0.035888733956624,1.86243,2.0,0.0,4.0,0.0,5.0,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
139,13139,Joe Richards,port_adelaide,1.950042611981202,1.911263692236348,1.641658233737866,1.66902858578031,1.7814341962606672,1.9078905080510684,1.85168770281089,1.7900108271622228,0.281014026200892,0.308384378243336,-0.038778919744854,1.78924,2.0,0.0,4.0,0.0,6.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
140,13047,Matthew Johnson,fremantle,1.8196367986227464,1.8059606257384648,1.675795943144849,1.7598541300515107,1.7837671974800056,1.8106693983370623,1.798712864622815,1.7699446935272354,0.0597826685712359,0.1438408554778976,-0.013676172884282,1.7701,2.0,0.0,4.0,0.0,6.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
