match_id,season,round,player_id,player_name,team_id,predicted_votes,p3,p2,p1,expected_votes
2026_R14_western_bulldogs_v_adelaide_2026-06-11,2026,14,12516,Jordan Dawson,adelaide,3,0.9525978086515676,0.045566243346999186,0.001779119022586238,2.9507050316712875
2026_R14_western_bulldogs_v_adelaide_2026-06-11,2026,14,12165,Rory Laird,adelaide,2,0.015403877112855142,0.3068461056433663,0.2606684600172576,0.9205723026425556
2026_R14_western_bulldogs_v_adelaide_2026-06-11,2026,14,12849,Sam Berry,adelaide,1,0.010959729393176418,0.2267054281078663,0.22926789871130088,0.7155579431065628
2026_R15_adelaide_v_melbourne_2026-06-20,2026,15,11966,Max Gawn,melbourne,3,0.3067547532958285,0.22459300541046745,0.16048913745362947,1.5299394081620499
2026_R15_adelaide_v_melbourne_2026-06-20,2026,15,12849,Sam Berry,adelaide,2,0.1091371697533873,0.11654391130397632,0.11772810236774484,0.6782274342358594
2026_R15_adelaide_v_melbourne_2026-06-20,2026,15,12516,Jordan Dawson,adelaide,1,0.0987587000801881,0.10638157756993698,0.10932130386057186,0.6183605592410101
2026_R15_collingwood_v_port_adelaide_2026-06-20,2026,15,12943,Nick Daicos,collingwood,3,0.9008805111874244,0.09526475976430701,0.0037485467109645313,2.8969195998018518
2026_R15_collingwood_v_port_adelaide_2026-06-20,2026,15,12318,Jordan de Goey,collingwood,2,0.07802895698943049,0.7107058362268777,0.17138771608765385,1.8268862595097006
2026_R15_collingwood_v_port_adelaide_2026-06-20,2026,15,12956,Jason Horne-Francis,port_adelaide,1,0.006164197084941999,0.05663833412172563,0.23745391669852212,0.36922317619679934
2026_R15_fremantle_v_geelong_2026-06-18,2026,15,12779,Luke Jackson,fremantle,3,0.8924640278682858,0.10302373894689074,0.004373651631946176,2.887813213130585
2026_R15_fremantle_v_geelong_2026-06-18,2026,15,12589,Andrew Brayshaw,fremantle,2,0.08444710997912008,0.7027417889544425,0.1707601829532514,1.8295850907994968
2026_R15_fremantle_v_geelong_2026-06-18,2026,15,13180,Murphy Reid,fremantle,1,0.007724787534273113,0.06496799315045085,0.27164556338739754,0.4247559122911186
