match_id,season,round,player_name,team_id,p3,p2,p1,p0,expected_votes,most_likely,key_drivers
2026_R12_carlton_v_geelong_2026-05-29,2026,12,Patrick Cripps,carlton,0.4682609151983791,0.3040556372359693,0.1526949183999315,0.07498852916572013,2.1655889384670073,3,winning team; disposals=30 (match z=1.9); contested possessions=15 (match z=3.6); clearances=8 (match z=3.2).
2026_R12_western_bulldogs_v_collingwood_2026-05-30,2026,12,Nick Daicos,collingwood,0.3298056782070296,0.24632542327586648,0.17491621071534388,0.24895268780176008,1.6569840918881658,3,losing team; disposals=37 (match z=2.7); contested possessions=12 (match z=2.1); clearances=5 (match z=1.6); inside 50s=6 (match z=1.7).
2026_R12_st_kilda_v_hawthorn_2026-05-28,2026,12,James Sicily,hawthorn,0.3276803378052562,0.2474842045393767,0.1757833114485225,0.24905214620684463,1.6537927339430445,3,winning team; disposals=33 (match z=2.1); marks=10 (match z=2.3).
2026_R13_gold_coast_v_brisbane_lions_2026-06-06,2026,13,Logan Morris,brisbane_lions,0.8912382907625576,0.1072875327397893,0.0014612003486761155,1.2976148977019136e-05,2.8897511381159275,3,winning team; goals=7 (match z=5.1); inside 50s=6 (match z=2.0); contested marks=4 (match z=4.3); marks=9 (match z=1.7). Uncertainty: teammate Lachie Neale also had a big disposal count.
2026_R13_adelaide_v_geelong_2026-06-04,2026,13,Jordan Dawson,adelaide,0.6145222076345199,0.2548099291503894,0.09153215915945154,0.039135704055639126,2.44471864036379,3,winning team; tackles=9 (match z=2.3); goals=3 (match z=3.4); contested marks=2 (match z=2.1); marks=7 (match z=2.5).
2026_R13_sydney_v_st_kilda_2026-06-07,2026,13,Isaac Heeney,sydney,0.5996043506727672,0.2587532646838245,0.09778426244435535,0.04385812219905298,2.414103843830306,3,winning team; disposals=30 (match z=1.6); clearances=8 (match z=2.5); tackles=6 (match z=1.7).
2026_R13_north_melbourne_v_fremantle_2026-06-06,2026,13,Patrick Voss,fremantle,0.5183564819309207,0.2726325747887479,0.1285787749703172,0.08043216831001423,2.228913370340575,3,winning team; goals=4 (match z=3.1); inside 50s=6 (match z=2.5); marks=10 (match z=2.2). Uncertainty: teammate Andrew Brayshaw also had a big disposal count.
2026_R13_collingwood_v_melbourne_2026-06-08,2026,13,Nick Daicos,collingwood,0.4757870109391828,0.410315134045776,0.09649548644205297,0.01740236857298816,2.344486787351153,3,losing team; disposals=35 (match z=2.7); contested possessions=12 (match z=2.0); clearances=6 (match z=2.3); goals=2 (match z=1.7); inside 50s=7 (match z=2.0).
2026_R13_collingwood_v_melbourne_2026-06-08,2026,13,Kysaiah Pickett,melbourne,0.43582250496185926,0.434822874060391,0.10839539410894394,0.020959226868805803,2.2855086571153036,3,winning team; disposals=28 (match z=1.7); clearances=5 (match z=1.8); goals=3 (match z=2.9).
2026_R13_hawthorn_v_western_bulldogs_2026-06-05,2026,13,Bailey Dale,western_bulldogs,0.40518336188226894,0.29797111212623995,0.1792899107815895,0.11755561520990165,1.9907822206808763,3,winning team; disposals=36 (match z=2.4).
2026_R13_west_coast_v_port_adelaide_2026-06-06,2026,13,Jason Horne-Francis,port_adelaide,0.3811132631096109,0.2553315011775065,0.16180490965824812,0.20175032605463444,1.815807701342094,3,winning team; goals=3 (match z=3.3). Uncertainty: teammate Zak Butters also had a big disposal count.
2026_R14_western_bulldogs_v_adelaide_2026-06-11,2026,14,Jordan Dawson,adelaide,0.9525978086515676,0.045566243346999186,0.001779119022586238,5.68289788469528e-05,2.9507050316712875,3,winning team; disposals=32 (match z=2.0); contested possessions=17 (match z=3.1); clearances=7 (match z=2.3); tackles=8 (match z=2.3); goals=3 (match z=2.4); inside 50s=6 (match z=1.7).
